driver1fault,accidentaddr,accident_hour,is_province1,lngs,lat,district
7,大营坡,21,True,,26.609140000000004,乌当区
1,小河,21,True,,26.557721,乌当区
7,柴林巷,21,True,,26.33,
8,化工路,21,True,,26.611045,云岩区
7,白云区,22,True,,26.684248,白云区
7,中华北路,22,True,,26.590424,云岩区
9,白云区,0,True,,26.684248,白云区
9,沙冲北路口灯处,2,True,,26.56312,南明区
7,中坝,2,False,,26.691448,白云区
1,金阳医院,2,True,,26.618795,观山湖区
3,白云,3,True,,26.684248,白云区
7,三桥,3,True,,26.59005,云岩区
1,云潭南路,4,True,,26.586205,观山湖区
7,中华中路,4,True,,26.5837,云岩区
7,市政府,5,True,,26.653226,
7,金阳客车站,7,True,,26.603323,乌当区
1,中环路,7,True,,26.68410900000001,白云区
1,白金大道,7,True,,26.756808000000003,白云区
7,盐务街,7,True,,26.601479,云岩区
7,长岭南路,8,True,,26.60461500000001,观山湖区
1,白金城,8,True,,26.678678,白云区
7,冒沙井,8,True,,26.625706,乌当区
1,中山东路,8,True,,26.583757,云岩区
7,花溪大道北段,8,True,,26.564098,南明区
7,黔林西路,8,False,,26.33,
9,诚信南路,8,True,,26.651017,观山湖区
3,花溪区孟关乡,8,True,,26.417206,花溪区
7,铜仁路,8,True,,26.61926,观山湖区
8,汤巴关,8,True,,26.570394,南明区
7,新华路,9,True,,26.570335,南明区
7,省医,9,True,,26.58372,云岩区
9, 新华路,9,True,,26.570335,南明区
3,世纪金源,9,True,,26.604968,观山湖区
7,金阳,9,True,,27.702275,
1,贵遵路,9,True,,26.602657,乌当区
1,金清线,9,False,,26.603924,乌当区
1,花果园,9,True,,26.571027,南明区
3,贵阳学院丁字路口,9,True,,26.563622,南明区
1,白金大道,9,True,,26.756808000000003,白云区
7,狮子山,9,True,,27.250292,云岩区
7,美食城,9,True,,26.611523,乌当区
7,宝山北路,10,True,,26.591344,云岩区
1,沙冲路,10,True,,26.555189,南明区
7,金关,10,True,,26.587,乌当区
1,云岩区,10,True,,26.610671000000004,云岩区
1,长江路,10,True,,26.528752,花溪区
7,乌当,10,True,,26.635329,乌当区
1,小河锦江路,11,True,,26.523005,
3,冒沙井,11,True,,26.625706,乌当区
1,林城时代,11,True,,26.64567700000001,观山湖区
1,嘉润路,11,True,,26.535168,南明区
3,白云区,11,True,,26.684248,白云区
4,世纪城,11,True,,26.614008,乌当区
1,司训队门口,11,True,,26.33,
7,开发大道,11,True,,26.437807,花溪区
1,西二环,11,True,,26.502496,乌当区
1,金朱东路,12,False,,26.654903000000004,观山湖区
1,贵惠大道,12,True,,26.403444,花溪区
1,金竹立交,12,True,,26.490179,花溪区
5,白云区,12,True,,26.684248,白云区
7,金阳客站,12,True,,26.600571,乌当区
9,金阳客车站,12,True,,26.603323,乌当区
9,金阳客车站 ,12,True,,26.603323,乌当区
8,观山湖,12,True,,26.633666,观山湖区
7,小河区82路车终点站,13,True,,26.51802,花溪区
5,白云区,13,True,,26.684248,白云区
9,观山湖区,13,True,,26.606372,观山湖区
3,合鹏钢材市场,13,True,,26.486669,花溪区
3,甘荫塘,13,False,,26.531456,南明区
7,沙冲南路,13,True,,26.551484,南明区
8,金阳,13,True,,27.702275,
3,蟠桃宫,13,True,,26.581566,南明区
8,宝山北路,13,True,,26.591344,云岩区
8,南站路,13,True,,26.515290000000004,南明区
7,八匹马,14,True,,26.640368,乌当区
2,71路,14,True,,26.679534000000004,白云区
7,大兴星城,14,False,,26.51401,花溪区
1,都拉营,14,True,,26.693607,白云区
8,五里冲,14,True,,26.567986,南明区
1,公安局,14,True,,26.88653900000001,云岩区
1,金阳医院,14,True,,26.618795,观山湖区
7,清镇东门桥,15,True,,26.561566,
7,小河转盘,15,True,,26.529166,南明区
7,甘荫塘上坝路,15,True,,26.516483,南明区
1,北京路,15,True,,26.601904,云岩区
8,八匹马,15,True,,26.640368,乌当区
3,盐务街,15,False,,26.601479,云岩区
1,新添寨,15,True,,26.637159000000004,乌当区
9,红边门,15,True,,26.597259,云岩区
7,观山东路,15,True,,26.641027,观山湖区
7,大昌隆,15,True,,26.568286,南明区
3,金源国际,15,True,,26.606854,观山湖区
1,花溪尖山路口,15,True,,26.505586,花溪区
8,瑞金路,15,True,,26.588421000000004,云岩区
8,北京路,15,True,,26.601904,云岩区
1,沙冲路,15,True,,26.555189,南明区
1,小关隧道,15,True,,26.624519,云岩区
7,花香村,16,True,,26.580847,云岩区
8,箭道街,16,True,,26.57306,南明区
3,三桥,16,True,,26.59005,云岩区
1,东二环,16,True,,26.561542,南明区
7,300医院十字路口,16,True,,26.33,
7,会展城,16,True,,26.655481,乌当区
1,云潭南路,16,True,,26.586205,观山湖区
1,花溪大道,17,True,,26.580099,花溪区
7,花溪九八五五厂,17,True,,26.367988,花溪区
8,遵义路火车站,17,True,,26.56283,南明区
1,省军区,17,True,,26.559552000000004,南明区
7,金阳一中,17,True,,26.631190000000004,观山湖区
4,三桥,17,False,,26.59005,云岩区
7,金阳南路,17,True,,26.588091,观山湖区
3,世纪城,17,True,,26.614008,乌当区
7,金阳客车站,18,True,,26.603323,乌当区
7,嘉城路,18,True,,26.592352,花溪区
1,贵州省贵阳市南明区太慈桥,18,True,,26.56048,南明区
1,太慈桥,18,True,,26.56048,南明区
5,花果园,18,False,,26.571027,南明区
8,三桥南路,18,False,,26.587496999999995,云岩区
1,北京西路,18,True,,26.595573,云岩区
7,金阳,18,False,,27.702275,
7,莽牛车,19,True,,26.33,
8,金阳,19,True,,27.702275,
1,头桥,19,True,,26.588309,云岩区
1,头桥,19,True,,26.588309,云岩区
3,青云路,19,True,,26.571693,南明区
7,改茶路,19,True,,26.586275,云岩区
4,东林寺路,19,True,,26.664161,观山湖区
3,中天,19,True,,26.619956,南明区
7,三桥,19,False,,26.59005,云岩区
7,小河万科地产路口,19,True,,26.52423,
7,东山路,19,True,,26.58458,云岩区
8,新添寨,19,True,,26.637159000000004,乌当区
8,大营坡,20,True,,26.609140000000004,乌当区
3,南湖加油站,20,True,,26.682596000000004,白云区
7,北京西路,20,True,,26.595573,云岩区
1,花溪二道阳关水乡路口,20,True,,26.33,
7,贵阳机场,20,False,,26.549112,南明区
7,火焰山,20,True,,26.567885,花溪区
7,大凹村,20,True,,26.579116,乌当区
8,头桥,20,True,,26.588309,云岩区
1,大十字,21,True,,26.584229,云岩区
7,改茶路,21,True,,26.586275,云岩区
7,水东路,21,True,,26.639503,乌当区
7,会展城,21,True,,26.655481,乌当区
7,大营坡,21,True,,26.609140000000004,乌当区
7,纪念塔,21,True,,26.33,
1,小河,21,True,,26.557721,乌当区
8,延安西路,21,True,,26.588587,云岩区
7,文化路,22,True,,26.576205,南明区
1,花溪小吃城,22,True,,26.443890000000003,花溪区
8,贵阳市小河区翁岩安置区,22,True,,26.33,
7,西二环花溪往金竹立交新天喜厂斜对面,22,True,,26.57054500000001,南明区
1,化工路,23,True,,26.611045,云岩区
1,和尚坡,23,True,,26.599511,云岩区
1,大十字,23,True,,26.584229,云岩区
1,贵大门口红绿灯,23,False,,26.447831,花溪区
7,望城坡,0,True,,26.551241,南明区
8,水东路,0,True,,26.639503,乌当区
7,甘荫塘,0,True,,26.531456,南明区
3,南明区云关乡摆郎村,1,True,,26.479963,南明区
1,市南路,2,True,,26.56601400000001,南明区
3,家瑞路,2,True,,26.469446,南明区
7,梅家桥,3,True,,27.061714,
7,小河锦江路,3,True,,26.523005,
1,大关,5,True,,26.648563,乌当区
7,北京路,7,True,,26.601904,云岩区
8,长林南路,7,True,,26.33,
7,乌当航天大道,7,True,,26.6488,乌当区
1,头桥,7,True,,26.588309,云岩区
7,金关,8,True,,26.587,乌当区
1,八匹马,8,True,,26.640368,乌当区
9,长岭南路,8,True,,26.60461500000001,观山湖区
7,新添大道,8,True,,26.621951,乌当区
1,友谊路,8,True,,26.598188,云岩区
7,大营坡,8,True,,26.609140000000004,乌当区
1,金苏大道,8,True,,26.675704,白云区
1,金苏大道 ,8,True,,26.675704,白云区
7,会展城,8,True,,26.655481,乌当区
7,黔灵山路,8,True,,26.6186,云岩区
1,甲秀南路贵阳北站,8,True,,26.62631,观山湖区
7,水口寺,8,True,,26.660892,乌当区
9,长岭南路,8,True,,26.60461500000001,观山湖区
1,金阳市政府,8,True,,26.653316,观山湖区
1,甲秀南路,9,True,,26.435054,花溪区
1,西南环路,9,True,,26.532996,花溪区
7,东林寺路,9,True,,26.664161,观山湖区
8,南明区甘平路,9,True,,26.522308,
7,观山湖,9,True,,26.633666,观山湖区
7,人民政府,9,True,,26.605123,云岩区
1,二戈寨,9,True,,26.517822,南明区
8,电务段,9,True,,26.517282,南明区
1,甘平路,9,True,,26.522308,花溪区
3,白云区,9,False,,26.684248,白云区
7,福源立交桥,9,True,,26.33,
4,机场路,9,False,,26.540552,花溪区
7,花溪平桥,10,True,,26.437344,花溪区
7,金阳北路,10,True,,26.665431,观山湖区
1,保利云山,10,True,,26.620965,云岩区
7,花溪公园门口,10,True,,26.440693,花溪区
7,云潭南路,10,True,,26.586205,观山湖区
7,二桥,10,True,,26.586125,云岩区
7,观山湖,10,True,,26.633666,观山湖区
7,兴关路停车场,10,True,,26.561601,南明区
7,妇幼保健院门口,10,True,,26.640541,云岩区
1,小十字路口,10,False,,26.528825,花溪区
1,金阳北路,11,True,,26.665431,观山湖区
1,中华中路,11,True,,26.5837,云岩区
8,太慈桥,11,True,,26.56048,南明区
9,后坝,11,True,,26.578659,云岩区
7,市交中转门口道上,11,True,,26.33,
3,金关,11,True,,26.587,乌当区
7,云潭北路,11,True,,26.639867,白云区
7,市南路,11,True,,26.56601400000001,南明区
7,大营坡,11,True,,26.609140000000004,乌当区
7,太慈桥青山路口,11,False,,26.561584000000003,南明区
7,沙冲北路,11,True,,26.565438,南明区
7,碧海花园,11,True,,26.633148,观山湖区
10,小河区开发大道,11,True,,26.49134500000001,花溪区
8,威清路,11,False,,26.590649,云岩区
7,白云区,12,True,,26.684248,白云区
7,小河三江口场坝,12,True,,26.507588,
8,延安东路,12,True,,26.5924,云岩区
1,转弯塘,12,True,,26.586509000000003,云岩区
1,蟠桃宫红绿灯,12,True,,26.581625,南明区
7,新添电影城,12,True,,26.616986,
8,小河香江路9路分流前路口,12,True,,26.561863,南明区
1,金阳南路,13,True,,26.588091,观山湖区
8,下坝,13,True,,26.845511,乌当区
1,观山东路,13,True,,26.641027,观山湖区
3,五里冲12区,13,False,,26.567986,南明区
1,三桥,13,True,,26.59005,云岩区
1,西二环,13,True,,26.502496,乌当区
4,金阳客车在,13,True,,26.59426400000001,
1,北京西路,13,True,,26.595573,云岩区
3,红街,13,True,,26.64298,观山湖区
1,海天园,13,True,,26.615875,
1,花果园,13,True,,26.571027,南明区
7,二铺,14,True,,26.605978000000004,乌当区
7,汤巴关,14,True,,26.570394,南明区
3,花果园,14,True,,26.571027,南明区
1,贵龙大道,14,True,,26.466869,
7,长岭南路,14,True,,26.60461500000001,观山湖区
7,长岭南路,14,True,,26.60461500000001,观山湖区
1,八匹马,14,False,,26.640368,乌当区
3,金阳新区,14,True,,26.607686,观山湖区
7,八匹马,14,True,,26.640368,乌当区
7,百花大道,14,True,,26.587932,观山湖区
3,中天花园,14,True,,26.620183,云岩区
7,南明区太慈桥,14,True,,26.56048,南明区
7,金阳新区,14,False,,26.607686,观山湖区
4,北京西路,15,True,,26.595573,云岩区
1,长岭南路,15,True,,26.60461500000001,观山湖区
1,盐务街,15,True,,26.601479,云岩区
7,宝山北路,15,True,,26.591344,云岩区
1,宝山北路师大后门处,15,True,,26.591866,云岩区
7,醒隆城市花园,15,True,,26.576456,云岩区
5,富源北路,15,True,,26.55759500000001,南明区
7,湘江路口,15,True,,26.521779,花溪区
1,西二环,15,True,,26.502496,乌当区
7,会展城,15,True,,26.655481,乌当区
7,东林寺路,15,True,,26.664161,观山湖区
9,小河锦江路,15,True,,26.523005,
1,艺校,15,True,,26.56405,南明区
7,贵阳市花溪区学士路,15,True,,26.429232,花溪区
8,云潭南路,15,True,,26.586205,观山湖区
1,观山路,15,True,,26.641027,观山湖区
7,西南环线贵惠路交叉口,15,True,,26.514712,
7,二戈寨,16,True,,26.517822,南明区
8,中曹司凯宏家电,16,True,,26.509402,花溪区
8,中曹司凯宏家居城,16,True,,26.510592,
7,小河开发大道,16,True,,26.49134500000001,花溪区
1,小河香江路,16,True,,26.531281,花溪区
7,二桥,16,True,,26.586125,云岩区
1,观水路,16,True,,26.576914,南明区
7,金园路口,16,True,,26.665351,白云区
8,白云区,16,True,,26.684248,白云区
1,黄山冲路,16,True,,26.617464,云岩区
3,育才路,16,True,,26.688105,白云区
4,花果园,17,True,,26.571027,南明区
1,师大,17,True,,26.591711,云岩区
7,涴沙桥,17,True,,26.585919,南明区
7,小河,17,True,,26.557721,乌当区
7,花溪大道,17,True,,26.580099,花溪区
1,金阳大道,17,True,,26.596222,乌当区
1,石标路,17,True,,26.651086,观山湖区
3,乌当,17,True,,26.635329,乌当区
8,护国路,17,True,,26.580683,南明区
7,金朱东路,17,True,,26.654903000000004,观山湖区
7,林城西路,17,True,,26.650869,观山湖区
1,东二环,17,True,,26.561542,南明区
1,花香村高架桥,17,True,,26.574473,南明区
1,杨家山隧道,17,True,,26.567652,云岩区
1,白云区,17,False,,26.684248,白云区
1,贵遵路,17,True,,26.602657,乌当区
7,小河转盘处,17,True,,26.52176,花溪区
1,陈亮,18,True,,26.438995,花溪区
7,花果园,18,True,,26.571027,南明区
8,观山湖区,18,True,,26.606372,观山湖区
7,西南环线,18,True,,26.545078000000004,南明区
1,白云南路,18,True,,26.667555,白云区
8,白金大道,18,True,,26.756808000000003,白云区
7,蟠桃宫,18,True,,26.581566,南明区
7,嘉润路,18,True,,26.535168,南明区
1,解放桥上,18,True,,26.33,
7,南明区花果园,19,True,,26.572912,南明区
1,乌当,19,True,,26.635329,乌当区
3,小河汤坝村,19,True,,26.33,
7,金竹立交,19,True,,26.490179,花溪区
3,长江路,19,True,,26.528752,花溪区
7,改茶大道,19,True,,26.574096,云岩区
9,黔林山路,19,True,,26.6186,云岩区
9,前轮山路,19,True,,35.874457,
1,解放路,20,True,,26.56832600000001,南明区
8,白云北路,20,False,,26.691815,白云区
8,市南路,20,True,,26.56601400000001,南明区
7,花果园,20,True,,26.571027,南明区
8,四方河路,20,True,,26.536126,南明区
1,云环中路,21,True,,26.701537,白云区
3,玉环中路,21,True,,28.134805,
9,西南商贸城,21,True,,26.607268,乌当区
8,师大,21,True,,26.591711,云岩区
5,火车站,21,True,,26.56283,南明区
1,纪念塔,21,True,,26.33,
1,五里冲,21,True,,26.567986,南明区
7,陕西路虎门巷口,22,True,,26.595373,云岩区
7,盐务街,23,True,,26.601479,云岩区
1,中山西路,23,True,,26.583359,云岩区
1,南明,0,True,,26.574155,南明区
7,兴隆苑小区下坡,0,True,,26.516256,
7,沙冲南路,1,True,,26.551484,南明区
7,火车站,1,True,,26.56283,南明区
1,花溪大道,3,True,,26.580099,花溪区
3,小河航天员,4,True,,26.33,
8,北京路,6,True,,26.601904,云岩区
7,世纪城,6,True,,26.614008,乌当区
7,嘉润路,7,True,,26.535168,南明区
8,沙冲路,7,True,,26.555189,南明区
7,富水南路,7,True,,26.577403000000004,南明区
1,八匹马,7,True,,26.640368,乌当区
7,二戈寨,8,False,,26.517822,南明区
7,花溪大道,8,True,,26.580099,花溪区
7,圣泉流云,8,True,,26.607513,云岩区
7,花溪大道,8,True,,26.580099,花溪区
4,金阳南路,8,True,,26.588091,观山湖区
3,花鱼井,8,True,,26.667506,乌当区
9,沙冲路路口红绿灯处,8,True,,26.5629,南明区
9,沙冲路口,8,True,,26.564664,
7,世纪城,8,True,,26.614008,乌当区
1,转弯塘,8,True,,26.586509000000003,云岩区
4,牛场,8,True,,26.759801,白云区
7,三桥,9,True,,26.59005,云岩区
7,贵钢,9,True,,26.560235,南明区
8,高新区,9,True,,26.627478000000004,乌当区
7,枣山路,9,True,,26.588224,云岩区
7,化工路,9,True,,26.611045,云岩区
8,北京西路,9,True,,26.595573,云岩区
1,小河,9,True,,26.557721,乌当区
7,备战路,9,True,,26.511027,
7,西二环,9,True,,26.502496,乌当区
7,贵惠大道,9,True,,26.403444,花溪区
3,小河区黔江路,9,True,,26.530009000000003,花溪区
3,中曹司小屯路,10,True,,26.502531,花溪区
1,小石城,10,True,,26.618704,云岩区
7,花溪吉林,10,True,,26.43533,花溪区
8,转弯塘,10,True,,26.586509000000003,云岩区
8,涴沙桥,10,True,,26.585919,南明区
7,花溪上坝路,10,True,,26.517179,花溪区
3,北京西路,10,True,,26.595573,云岩区
7,亚太学院路口,10,True,,26.406258,
7,珠江路,10,True,,26.52332100000001,花溪区
8,小和平桥,10,True,,26.33,
1,都司路渝中华路路口,10,True,,26.579474,南明区
1,金阳车站,10,True,,26.603323,乌当区
3,碧海花园,10,False,,26.633148,观山湖区
1,甲秀南路,10,False,,26.435054,花溪区
3,白云大道,10,True,,26.639704,观山湖区
7,小河转盘,10,True,,26.529166,南明区
8,东二环,11,False,,26.561542,南明区
7,八匹马,11,True,,26.640368,乌当区
3,王武监狱门口,11,True,,26.33,
1,中天未来方舟,11,True,,26.606118,云岩区
7,八匹马,11,True,,26.640368,乌当区
7,观山东路,11,True,,26.641027,观山湖区
5,铁二培门口,11,True,,26.33,
7,长江路珠江路交叉口,11,True,,26.528846,花溪区
1,贵开路,11,True,,26.6033,云岩区
1,南环立交桥下,11,True,,26.33,
7,乌当,11,True,,26.635329,乌当区
1,锦江路,12,True,,26.517024,花溪区
7,花溪石板物流园,12,True,,26.473253000000003,花溪区
1,长林北路,12,False,,26.33,
7,三桥,12,True,,26.59005,云岩区
7,花果园,12,True,,26.571027,南明区
1,护国路,12,True,,26.580683,南明区
8,经典时代,12,True,,26.568718,南明区
8,东山路,12,True,,26.58458,云岩区
7,中华路,12,True,,26.590424,云岩区
7,车水路,12,True,,26.558002,南明区
1,太慈桥,12,True,,26.56048,南明区
1,三桥,12,True,,26.59005,云岩区
7,小河去平甘路,13,True,,26.33,
7,头桥,13,True,,26.588309,云岩区
1,香江路,13,True,,26.530711,花溪区
3,遵义路210号图书批发市场,13,True,,26.568064,
3,帝景传说,13,False,,26.615075,观山湖区
3,小河长江路,13,True,,26.528752,南明区
1,贵惠路,13,True,,26.573829,南明区
7,后坝,13,True,,26.578659,云岩区
1,南湖路,14,True,,26.680083000000003,白云区
8,珠江路,14,True,,26.52332100000001,花溪区
1,甲秀南路,14,True,,26.435054,花溪区
1,300医院门口,14,True,,26.33,
7,东二环,14,True,,26.561542,南明区
3,金阳医院,14,True,,26.618795,观山湖区
3,航天大道,14,True,,34.178026,
1,白云公园,14,True,,26.67681,白云区
7,金阳客车站,14,True,,26.603323,乌当区
3,河西路,14,True,,26.584931,云岩区
7,长林南路,14,True,,26.33,
6,二铺,14,True,,26.605978000000004,乌当区
7,金阳家具城,14,True,,26.33,
7,西南家具城,14,True,,26.674162,白云区
3,五里冲,14,True,,26.567986,南明区
4,世纪城,14,True,,26.614008,乌当区
8,二桥,15,True,,26.586125,云岩区
8,流云花园,15,True,,26.607513,云岩区
7,北京西路,15,False,,26.595573,云岩区
1,观山西路,15,True,,26.64072100000001,观山湖区
1,玉厂路,15,True,,26.56132,南明区
7,艺校立交,15,True,,26.564087,南明区
7,西南家具城,15,False,,26.674162,白云区
7,西二环,15,True,,26.502496,乌当区
4,马王庙,15,True,,26.589342,乌当区
7,金阳南路,15,True,,26.588091,观山湖区
8,北京路,15,True,,26.601904,云岩区
1,嘉润路口,15,True,,26.566398,南明区
7,东山公园,15,True,,26.588234000000003,云岩区
8,老干中心,15,True,,26.63694000000001,南明区
1,花果园,16,True,,26.571027,南明区
1,贵乌中路,16,True,,26.601671000000003,云岩区
3,广信四季家园,16,True,,26.601132,观山湖区
1,金阳客车站,16,True,,26.603323,乌当区
9,枣山路,16,True,,26.588224,云岩区
7,长岭南路,16,True,,26.60461500000001,观山湖区
7,花果园,16,True,,26.571027,南明区
1,八匹马,16,True,,26.640368,乌当区
7,南明区,16,True,,26.574155,南明区
7,贵阳市妇幼保健院门口,16,True,,26.578894,云岩区
7,会展城,16,True,,26.655481,乌当区
8,渔樵批发市场,16,True,,26.53976500000001,南明区
7,延安东路,16,True,,26.5924,云岩区
1,次南门,16,True,,26.579131,云岩区
1,白金城,17,True,,26.678678,白云区
7,新添寨,17,False,,26.637159000000004,乌当区
7,长岭南路,17,True,,26.60461500000001,观山湖区
1,下坝隧道,17,True,,26.540581,南明区
7,北京西路,17,True,,26.595573,云岩区
1,苗圃隧道,17,True,,26.54755,南明区
8,宝山北路,17,True,,26.591344,云岩区
1,市政府,17,True,,26.653226,
