,ID,lngs,lat,district,driverfault
67,67,106.724805,26.601903999999998,云岩区,7
68,68,106.629249,26.606371999999997,观山湖区,1
69,69,106.735555,26.57282,南明区,7
70,70,106.760075,26.650197,,7
71,71,106.64308899999999,26.614008000000002,乌当区,7
72,72,106.681393,26.416631,花溪区,1
73,73,106.636618,26.691815000000002,白云区,7
74,74,106.68981699999999,26.531456,南明区,7
75,75,106.70111299999999,26.616873,云岩区,7
76,76,106.715079,26.513861,花溪区,7
77,77,106.62,26.33,,1
78,78,106.71164399999999,26.580099,花溪区,1
79,79,106.703464,26.591963,云岩区,8
80,80,106.703464,26.591963,云岩区,8
81,81,106.64718500000001,26.683241,,7
82,82,106.638248,26.610965999999998,乌当区,3
83,83,106.71243,26.580748999999997,南明区,7
84,84,106.71613899999998,26.528752,花溪区,7
85,85,106.62578899999998,26.672625,白云区,3
86,86,106.736557,26.535168,南明区,7
87,87,106.631294,26.665430999999998,观山湖区,7
88,88,106.720551,26.577416999999997,南明区,7
89,89,106.708615,26.551484000000002,南明区,7
90,90,106.67927399999999,26.450561999999998,花溪区,1
91,91,106.675933,26.567652000000002,云岩区,10
92,92,106.62,26.33,,7
93,93,103.25558199999999,27.702275,,5
94,94,106.65091299999999,26.557721,乌当区,1
95,95,106.718652,26.579352,南明区,1
96,96,106.807162,26.549112,南明区,1
97,97,106.74798799999999,26.561542,南明区,8
98,98,106.69736999999999,26.522364000000003,南明区,7
99,99,106.684122,26.567985999999998,南明区,1
100,100,106.64308899999999,26.614008000000002,乌当区,7
101,101,106.72525,26.580785,南明区,7
102,102,106.678886,26.43575,,1
103,103,106.511178,26.46493,花溪区,7
104,104,106.73580700000001,26.575796,南明区,3
105,105,106.793057,26.540552,花溪区,8
106,106,106.70761399999999,26.557917,南明区,3
107,107,106.703724,26.590649,云岩区,8
108,108,106.72068600000001,26.58629,云岩区,9
109,109,106.58826100000002,26.600571000000002,乌当区,8
110,110,106.698099,26.588309000000002,云岩区,1
111,111,106.67678000000001,26.416132,花溪区,1
112,112,106.733423,26.56832600000001,南明区,1
113,113,106.741646,26.560235,南明区,7
114,114,106.721522,26.566157,花溪区,1
115,115,106.718652,26.579352,南明区,7
116,116,106.720628,26.574154999999998,南明区,1
117,117,106.700696,26.571027,南明区,7
118,118,106.700696,26.571027,南明区,7
119,119,106.6953,26.56048,南明区,1
120,120,106.72926499999998,26.609140000000004,乌当区,1
121,121,106.62,26.33,,7
122,122,106.664654,26.6186,云岩区,7
123,123,106.716798,26.589514,云岩区,1
124,124,106.700566,26.536294,南明区,1
125,125,106.721101,26.577575,南明区,7
126,126,106.724956,26.596368,云岩区,7
127,127,106.700696,26.571027,南明区,7
128,128,106.712296,26.588421000000004,云岩区,7
129,129,106.75424299999999,26.628682,乌当区,7
130,130,106.72801799999999,26.591711,云岩区,9
131,131,106.72801799999999,26.591711,云岩区,9
132,132,106.715651,26.562481,,7
133,133,106.79671499999999,26.540803999999998,花溪区,3
134,134,106.699082,26.758978999999997,白云区,7
135,135,106.70693100000001,26.514938,花溪区,3
136,136,106.720551,26.577416999999997,南明区,7
137,137,106.64308899999999,26.614008000000002,乌当区,7
138,138,106.61583300000001,26.602308,观山湖区,8
139,139,106.721926,26.602286,花溪区,7
140,140,106.671077,26.648563,乌当区,7
141,141,106.629636,26.684247999999997,白云区,7
142,142,106.725998,26.583748999999997,南明区,7
143,143,106.63877,26.602209000000002,观山湖区,8
144,144,106.700325,26.581189000000002,云岩区,8
145,145,106.74678700000001,26.580628000000004,南明区,3
146,146,106.713229,26.58311500000001,南明区,7
147,147,106.658828,26.655480999999998,乌当区,7
148,148,106.6956,26.564097999999998,南明区,1
149,149,106.700696,26.571027,南明区,7
150,150,106.70893600000001,26.529165999999996,南明区,7
151,151,106.75863400000001,26.635329,乌当区,7
152,152,106.74831499999999,26.623418,乌当区,1
153,153,106.736851,26.581566,南明区,7
154,154,106.71164099999999,26.588587,云岩区,8
155,155,106.72926499999998,26.609140000000004,乌当区,7
156,156,106.65091299999999,26.557721,乌当区,1
157,157,106.62,26.33,,7
158,158,106.732949,26.611045,云岩区,8
159,159,106.629636,26.684247999999997,白云区,7
160,160,106.71941899999999,26.590424,云岩区,7
161,161,106.629636,26.684247999999997,白云区,9
162,162,106.71561399999999,26.56312,南明区,9
163,163,106.677392,26.691447999999998,白云区,7
164,164,106.62716,26.618795000000002,观山湖区,1
165,165,106.629636,26.684247999999997,白云区,3
166,166,106.674466,26.59005,云岩区,7
167,167,106.618402,26.586205,观山湖区,1
168,168,106.71916599999999,26.5837,云岩区,7
169,169,106.636576,26.653226,,7
170,170,106.58644199999999,26.603323,乌当区,7
171,171,106.631679,26.68410900000001,白云区,1
172,172,106.67201999999999,26.756808000000003,白云区,1
173,173,106.718915,26.601478999999998,云岩区,7
174,174,106.65593899999999,26.60461500000001,观山湖区,7
175,175,106.64889299999999,26.678678,白云区,1
176,176,106.74664299999999,26.625706,乌当区,7
177,177,106.730832,26.583757000000002,云岩区,1
178,178,106.6956,26.564097999999998,南明区,7
179,179,106.62,26.33,,7
180,180,106.62438200000001,26.651017,观山湖区,9
181,181,106.75674,26.417206,花溪区,3
182,182,106.651927,26.619259999999997,观山湖区,7
183,183,106.753598,26.570394,南明区,8
184,184,106.72623700000001,26.570334999999996,南明区,7
185,185,106.729229,26.58372,云岩区,7
186,186,106.72623700000001,26.570334999999996,南明区,9
187,187,106.631929,26.604968,观山湖区,3
188,188,103.25558199999999,27.702275,,7
189,189,106.67016299999999,26.602657,乌当区,1
190,190,106.584428,26.603924,乌当区,1
191,191,106.700696,26.571027,南明区,1
192,192,106.78432600000001,26.563622,南明区,3
193,193,106.67201999999999,26.756808000000003,白云区,1
194,194,106.775379,27.250291999999998,云岩区,7
195,195,106.645046,26.611523,乌当区,7
196,196,106.72845,26.591344,云岩区,7
197,197,106.70778600000001,26.555189000000002,南明区,1
198,198,106.651222,26.587,乌当区,7
199,199,106.7322,26.610671000000004,云岩区,1
200,200,106.71613899999998,26.528752,花溪区,1
201,201,106.75863400000001,26.635329,乌当区,7
202,202,106.699872,26.523004999999998,,1
203,203,106.74664299999999,26.625706,乌当区,3
204,204,106.656916,26.64567700000001,观山湖区,1
205,205,106.736557,26.535168,南明区,1
206,206,106.629636,26.684247999999997,白云区,3
207,207,106.64308899999999,26.614008000000002,乌当区,4
208,208,106.62,26.33,,1
209,209,106.71723600000001,26.437807,花溪区,7
210,210,106.67225800000001,26.502496,乌当区,1
211,211,106.675358,26.654903000000004,观山湖区,1
212,212,106.736648,26.403444,花溪区,1
213,213,106.65164399999999,26.490178999999998,花溪区,1
214,214,106.629636,26.684247999999997,白云区,5
215,215,106.58826100000002,26.600571000000002,乌当区,7
216,216,106.58644199999999,26.603323,乌当区,9
217,217,106.58644199999999,26.603323,乌当区,9
218,218,106.64195600000001,26.633665999999998,观山湖区,8
219,219,106.704948,26.51802,花溪区,7
220,220,106.629636,26.684247999999997,白云区,5
221,221,106.629249,26.606371999999997,观山湖区,9
222,222,106.648944,26.486669,花溪区,3
223,223,106.68981699999999,26.531456,南明区,3
224,224,106.708615,26.551484000000002,南明区,7
225,225,103.25558199999999,27.702275,,8
226,226,106.736851,26.581566,南明区,3
227,227,106.72845,26.591344,云岩区,8
228,228,106.736226,26.515290000000004,南明区,8
229,229,106.63085600000001,26.640368,乌当区,7
230,230,106.64823899999999,26.679534000000004,白云区,2
231,231,106.72426999999999,26.51401,花溪区,7
232,232,106.72464,26.693607,白云区,1
233,233,106.684122,26.567985999999998,南明区,8
234,234,107.105671,26.88653900000001,云岩区,1
235,235,106.62716,26.618795000000002,观山湖区,1
236,236,106.48925700000001,26.561566,,7
237,237,106.70893600000001,26.529165999999996,南明区,7
238,238,106.67666899999999,26.516483,南明区,7
239,239,106.724805,26.601903999999998,云岩区,1
240,240,106.63085600000001,26.640368,乌当区,8
241,241,106.718915,26.601478999999998,云岩区,3
242,242,106.775821,26.637159000000004,乌当区,1
243,243,106.72058700000001,26.597259,云岩区,9
244,244,106.65425800000001,26.641027,观山湖区,7
245,245,106.709025,26.568285999999997,南明区,7
246,246,106.62960700000001,26.606854,观山湖区,3
247,247,106.686773,26.505585999999997,花溪区,1
248,248,106.712296,26.588421000000004,云岩区,8
249,249,106.724805,26.601903999999998,云岩区,8
250,250,106.70778600000001,26.555189000000002,南明区,1
251,251,106.704399,26.624519,云岩区,1
252,252,106.703551,26.580847,云岩区,7
253,253,106.72167900000001,26.573059999999998,南明区,8
254,254,106.674466,26.59005,云岩区,3
255,255,106.74798799999999,26.561542,南明区,1
256,256,106.62,26.33,,7
257,257,106.658828,26.655480999999998,乌当区,7
258,258,106.618402,26.586205,观山湖区,1
259,259,106.71164399999999,26.580099,花溪区,1
260,260,106.69141200000001,26.367988,花溪区,7
261,261,106.709842,26.562829999999998,南明区,8
262,262,106.72484299999999,26.559552000000004,南明区,1
263,263,106.630706,26.631190000000004,观山湖区,7
264,264,106.674466,26.59005,云岩区,4
265,265,106.649056,26.588091,观山湖区,7
266,266,106.64308899999999,26.614008000000002,乌当区,3
267,267,106.58644199999999,26.603323,乌当区,7
268,268,106.71582,26.592352,花溪区,7
269,269,106.6953,26.56048,南明区,1
270,270,106.6953,26.56048,南明区,1
271,271,106.700696,26.571027,南明区,5
272,272,106.68722199999999,26.587496999999995,云岩区,8
273,273,106.68546299999998,26.595572999999998,云岩区,1
274,274,103.25558199999999,27.702275,,7
275,275,106.62,26.33,,7
276,276,103.25558199999999,27.702275,,8
277,277,106.698099,26.588309000000002,云岩区,1
278,278,106.698099,26.588309000000002,云岩区,1
279,279,106.706571,26.571693,南明区,3
280,280,106.677172,26.586275,云岩区,7
281,281,106.66501399999999,26.664161,观山湖区,4
282,282,106.736861,26.619956,南明区,3
283,283,106.674466,26.59005,云岩区,7
284,284,106.705676,26.52423,,7
285,285,106.750826,26.58458,云岩区,7
286,286,106.775821,26.637159000000004,乌当区,8
287,287,106.72926499999998,26.609140000000004,乌当区,8
288,288,106.624624,26.682596000000004,白云区,3
289,289,106.68546299999998,26.595572999999998,云岩区,7
290,290,106.62,26.33,,1
291,291,106.807162,26.549112,南明区,7
292,292,106.616904,26.567884999999997,花溪区,7
293,293,106.63011499999999,26.579116,乌当区,7
294,294,106.698099,26.588309000000002,云岩区,8
295,295,106.718379,26.584228999999997,云岩区,1
296,296,106.677172,26.586275,云岩区,7
297,297,106.806182,26.639503,乌当区,7
298,298,106.658828,26.655480999999998,乌当区,7
299,299,106.72926499999998,26.609140000000004,乌当区,7
300,300,106.62,26.33,,7
301,301,106.65091299999999,26.557721,乌当区,1
302,302,106.71164099999999,26.588587,云岩区,8
303,303,106.711519,26.576204999999998,南明区,7
304,304,106.6832,26.443890000000003,花溪区,1
305,305,106.62,26.33,,8
306,306,106.675207,26.57054500000001,南明区,7
307,307,106.732949,26.611045,云岩区,1
308,308,106.67148600000002,26.599511,云岩区,1
309,309,106.718379,26.584228999999997,云岩区,1
310,310,106.68354599999999,26.447831,花溪区,1
311,311,106.719066,26.551240999999997,南明区,7
312,312,106.806182,26.639503,乌当区,8
313,313,106.68981699999999,26.531456,南明区,7
314,314,106.7418,26.479963,南明区,3
315,315,106.738914,26.56601400000001,南明区,1
316,316,106.746353,26.469446,南明区,3
317,317,106.708321,27.061714000000002,,7
318,318,106.699872,26.523004999999998,,7
319,319,106.671077,26.648563,乌当区,1
320,320,106.724805,26.601903999999998,云岩区,7
321,321,106.62,26.33,,8
322,322,106.76681,26.6488,乌当区,7
323,323,106.698099,26.588309000000002,云岩区,1
324,324,106.651222,26.587,乌当区,7
325,325,106.63085600000001,26.640368,乌当区,1
326,326,106.65593899999999,26.60461500000001,观山湖区,9
327,327,106.740997,26.621951,乌当区,7
328,328,106.720972,26.598188,云岩区,1
329,329,106.72926499999998,26.609140000000004,乌当区,7
330,330,106.659356,26.675704,白云区,1
331,331,106.659356,26.675704,白云区,1
332,332,106.658828,26.655480999999998,乌当区,7
333,333,106.664654,26.6186,云岩区,7
334,334,106.682134,26.626309999999997,观山湖区,1
335,335,106.595992,26.660891999999997,乌当区,7
336,336,106.65593899999999,26.60461500000001,观山湖区,9
337,337,106.636766,26.653315999999997,观山湖区,1
338,338,106.672362,26.435053999999997,花溪区,1
339,339,106.783745,26.532996,花溪区,1
340,340,106.66501399999999,26.664161,观山湖区,7
341,341,106.684696,26.522308000000002,,8
342,342,106.64195600000001,26.633665999999998,观山湖区,7
343,343,106.71301899999999,26.605123,云岩区,7
344,344,106.740054,26.517822,南明区,1
345,345,106.735603,26.517282,南明区,8
346,346,106.684696,26.522308000000002,花溪区,1
347,347,106.629636,26.684247999999997,白云区,3
348,348,106.62,26.33,,7
349,349,106.793057,26.540552,花溪区,4
350,350,106.670698,26.437344,花溪区,7
351,351,106.631294,26.665430999999998,观山湖区,7
352,352,106.702739,26.620965,云岩区,1
353,353,106.68451,26.440693,花溪区,7
354,354,106.618402,26.586205,观山湖区,7
355,355,106.685018,26.586125,云岩区,7
356,356,106.64195600000001,26.633665999999998,观山湖区,7
357,357,106.715524,26.561601,南明区,7
358,358,106.772424,26.640541,云岩区,7
359,359,106.71075900000001,26.528825,花溪区,1
360,360,106.631294,26.665430999999998,观山湖区,1
361,361,106.71916599999999,26.5837,云岩区,1
362,362,106.6953,26.56048,南明区,8
363,363,106.66159099999999,26.578659000000002,云岩区,9
364,364,106.62,26.33,,7
365,365,106.651222,26.587,乌当区,3
366,366,106.61774,26.639867,白云区,7
367,367,106.738914,26.56601400000001,南明区,7
368,368,106.72926499999998,26.609140000000004,乌当区,7
369,369,106.69486699999999,26.561584000000003,南明区,7
370,370,106.717496,26.565438,南明区,7
371,371,106.63022099999999,26.633148,观山湖区,7
372,372,106.706202,26.49134500000001,花溪区,10
373,373,106.703724,26.590649,云岩区,8
374,374,106.629636,26.684247999999997,白云区,7
375,375,106.70691599999999,26.507588000000002,,7
376,376,106.72551399999999,26.5924,云岩区,8
377,377,106.69196299999999,26.586509000000003,云岩区,1
378,378,106.736506,26.581625,南明区,1
379,379,106.76558100000001,26.616985999999997,,7
380,380,106.69503700000001,26.561863,南明区,8
381,381,106.649056,26.588091,观山湖区,1
382,382,106.81405900000001,26.845511,乌当区,8
383,383,106.65425800000001,26.641027,观山湖区,1
384,384,106.684122,26.567985999999998,南明区,3
385,385,106.674466,26.59005,云岩区,1
386,386,106.67225800000001,26.502496,乌当区,1
387,387,106.64698,26.59426400000001,,4
388,388,106.68546299999998,26.595572999999998,云岩区,1
389,389,106.62638700000001,26.642979999999998,观山湖区,3
390,390,106.74645,26.615875,,1
391,391,106.700696,26.571027,南明区,1
392,392,106.613092,26.605978000000004,乌当区,7
393,393,106.753598,26.570394,南明区,7
394,394,106.700696,26.571027,南明区,3
395,395,106.97943799999999,26.466869,,1
396,396,106.65593899999999,26.60461500000001,观山湖区,7
397,397,106.65593899999999,26.60461500000001,观山湖区,7
398,398,106.63085600000001,26.640368,乌当区,1
399,399,106.63013899999999,26.607685999999998,观山湖区,3
400,400,106.63085600000001,26.640368,乌当区,7
401,401,106.66981799999999,26.587932000000002,观山湖区,7
402,402,106.732368,26.620183,云岩区,3
403,403,106.6953,26.56048,南明区,7
404,404,106.63013899999999,26.607685999999998,观山湖区,7
405,405,106.68546299999998,26.595572999999998,云岩区,4
406,406,106.65593899999999,26.60461500000001,观山湖区,1
407,407,106.718915,26.601478999999998,云岩区,1
408,408,106.72845,26.591344,云岩区,7
409,409,106.730001,26.591865999999996,云岩区,1
410,410,106.667721,26.576456,云岩区,7
411,411,106.74808,26.55759500000001,南明区,5
412,412,106.69926299999999,26.521779,花溪区,7
413,413,106.67225800000001,26.502496,乌当区,1
414,414,106.658828,26.655480999999998,乌当区,7
415,415,106.66501399999999,26.664161,观山湖区,7
416,416,106.699872,26.523004999999998,,9
417,417,106.696375,26.56405,南明区,1
418,418,106.67985700000001,26.429232,花溪区,7
419,419,106.618402,26.586205,观山湖区,8
420,420,106.65425800000001,26.641027,观山湖区,1
421,421,106.70376999999999,26.514712,,7
422,422,106.740054,26.517822,南明区,7
423,423,106.683365,26.509402,花溪区,8
424,424,106.684265,26.510592,,8
425,425,106.706202,26.49134500000001,花溪区,7
426,426,106.70713799999999,26.531281,花溪区,1
427,427,106.685018,26.586125,云岩区,7
428,428,106.72774,26.576914000000002,南明区,1
429,429,106.631199,26.665351,白云区,7
430,430,106.629636,26.684247999999997,白云区,8
431,431,106.735677,26.617464000000002,云岩区,1
432,432,106.631244,26.688105,白云区,3
433,433,106.700696,26.571027,南明区,4
434,434,106.72801799999999,26.591711,云岩区,1
435,435,106.70461100000001,26.585919,南明区,7
436,436,106.65091299999999,26.557721,乌当区,7
437,437,106.71164399999999,26.580099,花溪区,7
438,438,106.63984099999999,26.596221999999997,乌当区,1
439,439,106.64235900000001,26.651086,观山湖区,1
440,440,106.75863400000001,26.635329,乌当区,3
441,441,106.724281,26.580683,南明区,8
442,442,106.675358,26.654903000000004,观山湖区,7
443,443,106.627356,26.650869,观山湖区,7
444,444,106.74798799999999,26.561542,南明区,1
445,445,106.705097,26.574472999999998,南明区,1
446,446,106.675933,26.567652000000002,云岩区,1
447,447,106.629636,26.684247999999997,白云区,1
448,448,106.67016299999999,26.602657,乌当区,1
449,449,106.710412,26.521759999999997,花溪区,7
450,450,106.719401,26.438995000000002,花溪区,1
451,451,106.700696,26.571027,南明区,7
452,452,106.629249,26.606371999999997,观山湖区,8
453,453,106.80210500000001,26.545078000000004,南明区,7
454,454,106.66583600000001,26.667555,白云区,1
455,455,106.67201999999999,26.756808000000003,白云区,8
456,456,106.736851,26.581566,南明区,7
457,457,106.736557,26.535168,南明区,7
458,458,106.62,26.33,,1
459,459,106.691368,26.572912,南明区,7
460,460,106.75863400000001,26.635329,乌当区,1
461,461,106.62,26.33,,3
462,462,106.65164399999999,26.490178999999998,花溪区,7
463,463,106.71613899999998,26.528752,花溪区,3
464,464,106.66403999999999,26.574096,云岩区,7
465,465,106.664654,26.6186,云岩区,9
466,466,120.051585,35.874457,,9
467,467,106.733423,26.56832600000001,南明区,1
468,468,106.636618,26.691815000000002,白云区,8
469,469,106.738914,26.56601400000001,南明区,8
470,470,106.700696,26.571027,南明区,7
471,471,106.69541000000001,26.536126,南明区,8
472,472,106.66296499999999,26.701537,白云区,1
473,473,121.23606200000002,28.134805,,3
474,474,106.59007700000001,26.607267999999998,乌当区,9
475,475,106.72801799999999,26.591711,云岩区,8
476,476,106.709842,26.562829999999998,南明区,5
477,477,106.62,26.33,,1
478,478,106.684122,26.567985999999998,南明区,1
479,479,106.722073,26.595373,云岩区,7
480,480,106.718915,26.601478999999998,云岩区,7
481,481,106.713522,26.583359,云岩区,1
482,482,106.720628,26.574154999999998,南明区,1
483,483,106.69596499999999,26.516256,,7
484,484,106.708615,26.551484000000002,南明区,7
485,485,106.709842,26.562829999999998,南明区,7
486,486,106.71164399999999,26.580099,花溪区,1
487,487,106.62,26.33,,3
488,488,106.724805,26.601903999999998,云岩区,8
489,489,106.64308899999999,26.614008000000002,乌当区,7
490,490,106.736557,26.535168,南明区,7
491,491,106.70778600000001,26.555189000000002,南明区,8
492,492,106.722971,26.577403000000004,南明区,7
493,493,106.63085600000001,26.640368,乌当区,1
494,494,106.740054,26.517822,南明区,7
495,495,106.71164399999999,26.580099,花溪区,7
496,496,106.67532800000001,26.607513,云岩区,7
497,497,106.71164399999999,26.580099,花溪区,7
498,498,106.649056,26.588091,观山湖区,4
499,499,106.64809299999999,26.667506,乌当区,3
500,500,106.71521899999999,26.5629,南明区,9
501,501,106.716949,26.564664,,9
502,502,106.64308899999999,26.614008000000002,乌当区,7
503,503,106.69196299999999,26.586509000000003,云岩区,1
504,504,106.749095,26.759801,白云区,4
505,505,106.674466,26.59005,云岩区,7
506,506,106.741646,26.560235,南明区,7
507,507,106.65300900000001,26.627478000000004,乌当区,8
508,508,106.70500600000001,26.588224,云岩区,7
509,509,106.732949,26.611045,云岩区,7
510,510,106.68546299999998,26.595572999999998,云岩区,8
511,511,106.65091299999999,26.557721,乌当区,1
512,512,106.71990100000001,26.511027000000002,,7
513,513,106.67225800000001,26.502496,乌当区,7
514,514,106.736648,26.403444,花溪区,7
515,515,106.708592,26.530009000000003,花溪区,3
516,516,106.68309199999999,26.502531,花溪区,3
517,517,106.72161899999999,26.618703999999997,云岩区,1
518,518,106.67606200000002,26.43533,花溪区,7
519,519,106.69196299999999,26.586509000000003,云岩区,8
520,520,106.70461100000001,26.585919,南明区,8
521,521,106.683273,26.517179,花溪区,7
522,522,106.68546299999998,26.595572999999998,云岩区,3
523,523,106.675303,26.406258,,7
524,524,106.71748999999998,26.52332100000001,花溪区,7
525,525,106.62,26.33,,8
526,526,106.71813300000001,26.579473999999998,南明区,1
527,527,106.58644199999999,26.603323,乌当区,1
528,528,106.63022099999999,26.633148,观山湖区,3
529,529,106.672362,26.435053999999997,花溪区,1
530,530,106.661469,26.639704,观山湖区,3
531,531,106.70893600000001,26.529165999999996,南明区,7
532,532,106.74798799999999,26.561542,南明区,8
533,533,106.63085600000001,26.640368,乌当区,7
534,534,106.62,26.33,,3
535,535,106.766341,26.606118,云岩区,1
536,536,106.63085600000001,26.640368,乌当区,7
537,537,106.65425800000001,26.641027,观山湖区,7
538,538,106.62,26.33,,5
539,539,106.71735600000001,26.528846,花溪区,7
540,540,106.725001,26.6033,云岩区,1
541,541,106.62,26.33,,1
542,542,106.75863400000001,26.635329,乌当区,7
543,543,106.70453700000002,26.517024,花溪区,1
544,544,106.61774299999999,26.473253000000003,花溪区,7
545,545,106.62,26.33,,1
546,546,106.674466,26.59005,云岩区,7
547,547,106.700696,26.571027,南明区,7
548,548,106.724281,26.580683,南明区,1
549,549,106.73640400000001,26.568718,南明区,8
550,550,106.750826,26.58458,云岩区,8
551,551,106.71941899999999,26.590424,云岩区,7
552,552,106.695535,26.558002000000002,南明区,7
553,553,106.6953,26.56048,南明区,1
554,554,106.674466,26.59005,云岩区,1
555,555,106.62,26.33,,7
556,556,106.698099,26.588309000000002,云岩区,7
557,557,106.70742,26.530711,花溪区,1
558,558,106.711931,26.568064,,3
559,559,106.62718899999999,26.615075,观山湖区,3
560,560,106.71613899999998,26.528752,南明区,3
561,561,106.70836499999999,26.573828999999996,南明区,1
562,562,106.66159099999999,26.578659000000002,云岩区,7
563,563,106.630475,26.680083000000003,白云区,1
564,564,106.71748999999998,26.52332100000001,花溪区,8
565,565,106.672362,26.435053999999997,花溪区,1
566,566,106.62,26.33,,1
567,567,106.74798799999999,26.561542,南明区,7
568,568,106.62716,26.618795000000002,观山湖区,3
569,569,108.97815200000001,34.178026,,3
570,570,106.64837299999999,26.676809999999996,白云区,1
571,571,106.58644199999999,26.603323,乌当区,7
572,572,106.71701499999999,26.584931,云岩区,3
573,573,106.62,26.33,,7
574,574,106.613092,26.605978000000004,乌当区,6
575,575,106.62,26.33,,7
576,576,106.63068999999999,26.674162,白云区,7
577,577,106.684122,26.567985999999998,南明区,3
578,578,106.64308899999999,26.614008000000002,乌当区,4
579,579,106.685018,26.586125,云岩区,8
580,580,106.67532800000001,26.607513,云岩区,8
581,581,106.68546299999998,26.595572999999998,云岩区,7
582,582,106.63058000000001,26.64072100000001,观山湖区,1
583,583,106.7114,26.561320000000002,南明区,1
584,584,106.674525,26.564087,南明区,7
585,585,106.63068999999999,26.674162,白云区,7
586,586,106.67225800000001,26.502496,乌当区,7
587,587,106.66043700000002,26.589342,乌当区,4
588,588,106.649056,26.588091,观山湖区,7
589,589,106.724805,26.601903999999998,云岩区,8
590,590,106.73066200000001,26.566398,南明区,1
591,591,106.732615,26.588234000000003,云岩区,7
592,592,106.768026,26.63694000000001,南明区,8
593,593,106.700696,26.571027,南明区,1
594,594,106.723568,26.601671000000003,云岩区,1
595,595,106.66775200000001,26.601132,观山湖区,3
596,596,106.58644199999999,26.603323,乌当区,1
597,597,106.70500600000001,26.588224,云岩区,9
598,598,106.65593899999999,26.60461500000001,观山湖区,7
599,599,106.700696,26.571027,南明区,7
600,600,106.63085600000001,26.640368,乌当区,1
601,601,106.720628,26.574154999999998,南明区,7
602,602,106.723496,26.578894000000002,云岩区,7
603,603,106.658828,26.655480999999998,乌当区,7
604,604,106.73938700000001,26.53976500000001,南明区,8
605,605,106.72551399999999,26.5924,云岩区,7
606,606,106.71044199999999,26.579131,云岩区,1
607,607,106.64889299999999,26.678678,白云区,1
608,608,106.775821,26.637159000000004,乌当区,7
609,609,106.65593899999999,26.60461500000001,观山湖区,7
610,610,106.676097,26.540581,南明区,1
611,611,106.68546299999998,26.595572999999998,云岩区,7
